case_index,layout,gpu_layers,cpu_offload_ratio,batch_size,sequence_length,new_tokens,name,category,src,dst,bytes,wall_ms,phase
4,prefix,6,0.5,1,32,8,block_4,gpu_compute,,cuda:0,0,0.845627,prefill
4,prefix,6,0.5,1,32,8,block_5,gpu_compute,,cuda:0,0,0.834593,prefill
4,prefix,6,0.5,1,32,8,into_block_6,activation_copy,cuda:0,cpu,98304,0.068832,prefill
4,prefix,6,0.5,1,32,8,block_6,cpu_compute,,cpu,0,16.198661,prefill
4,prefix,6,0.5,1,32,8,block_7,cpu_compute,,cpu,0,17.550375,prefill
4,prefix,6,0.5,1,32,8,block_8,cpu_compute,,cpu,0,21.95358,prefill
4,prefix,6,0.5,1,32,8,block_9,cpu_compute,,cpu,0,42.84085,prefill
4,prefix,6,0.5,1,32,8,block_10,cpu_compute,,cpu,0,21.042305,prefill
4,prefix,6,0.5,1,32,8,block_11,cpu_compute,,cpu,0,17.2998,prefill
4,prefix,6,0.5,1,32,8,into_final_norm,activation_copy,cpu,cuda:0,98304,0.115576,prefill
4,prefix,6,0.5,1,32,8,final_norm,gpu_compute,,cuda:0,0,0.1007,prefill
4,prefix,6,0.5,1,32,8,lm_head,gpu_compute,,cuda:0,0,4.190444,prefill
4,prefix,6,0.5,1,32,8,argmax,gpu_compute,,cuda:0,0,0.112759,prefill
4,prefix,6,0.5,1,32,8,output_token,token_copy,cuda:0,cpu,8,0.047482,prefill
4,prefix,6,0.5,1,32,8,embeddings,gpu_compute,,cuda:0,0,0.159433,decode
4,prefix,6,0.5,1,32,8,block_0,gpu_compute,,cuda:0,0,0.83514,decode
4,prefix,6,0.5,1,32,8,block_1,gpu_compute,,cuda:0,0,4.749719,decode
4,prefix,6,0.5,1,32,8,block_2,gpu_compute,,cuda:0,0,0.69593,decode
4,prefix,6,0.5,1,32,8,block_3,gpu_compute,,cuda:0,0,0.686369,decode
4,prefix,6,0.5,1,32,8,block_4,gpu_compute,,cuda:0,0,2.845941,decode
4,prefix,6,0.5,1,32,8,block_5,gpu_compute,,cuda:0,0,0.780971,decode
4,prefix,6,0.5,1,32,8,into_block_6,activation_copy,cuda:0,cpu,3072,0.052292,decode
4,prefix,6,0.5,1,32,8,block_6,cpu_compute,,cpu,0,31.713861,decode
4,prefix,6,0.5,1,32,8,block_7,cpu_compute,,cpu,0,31.949499,decode
4,prefix,6,0.5,1,32,8,block_8,cpu_compute,,cpu,0,32.000033,decode
4,prefix,6,0.5,1,32,8,block_9,cpu_compute,,cpu,0,31.978164,decode
4,prefix,6,0.5,1,32,8,block_10,cpu_compute,,cpu,0,30.956137,decode
4,prefix,6,0.5,1,32,8,block_11,cpu_compute,,cpu,0,25.754116,decode
4,prefix,6,0.5,1,32,8,into_final_norm,activation_copy,cpu,cuda:0,3072,0.070367,decode
4,prefix,6,0.5,1,32,8,final_norm,gpu_compute,,cuda:0,0,0.110251,decode
4,prefix,6,0.5,1,32,8,lm_head,gpu_compute,,cuda:0,0,0.705192,decode
4,prefix,6,0.5,1,32,8,argmax,gpu_compute,,cuda:0,0,0.09652,decode
4,prefix,6,0.5,1,32,8,output_token,token_copy,cuda:0,cpu,8,0.067624,decode
5,prefix,0,1.0,1,32,8,embeddings,cpu_compute,,cpu,0,0.165801,prefill
5,prefix,0,1.0,1,32,8,block_0,cpu_compute,,cpu,0,8.034135,prefill
5,prefix,0,1.0,1,32,8,block_1,cpu_compute,,cpu,0,7.918094,prefill
5,prefix,0,1.0,1,32,8,block_2,cpu_compute,,cpu,0,8.185576,prefill
5,prefix,0,1.0,1,32,8,block_3,cpu_compute,,cpu,0,8.31205,prefill
5,prefix,0,1.0,1,32,8,block_4,cpu_compute,,cpu,0,8.219064,prefill
5,prefix,0,1.0,1,32,8,block_5,cpu_compute,,cpu,0,8.416053,prefill
5,prefix,0,1.0,1,32,8,block_6,cpu_compute,,cpu,0,8.420914,prefill
5,prefix,0,1.0,1,32,8,block_7,cpu_compute,,cpu,0,8.252595,prefill
5,prefix,0,1.0,1,32,8,block_8,cpu_compute,,cpu,0,8.347933,prefill
