fold,policy,budget_mib,fit_models_seconds,candidate_prediction_ms,selection_only_ms
5,compute,320,0.013337174000071172,65.20897700011119,2.5024640000310683
5,compute_transfer,320,0.013337174000071172,65.20897700011119,2.5009510000018054
5,max_gpu,384,0.013337174000071172,65.20897700011119,1.9417900000462396
5,compute,384,0.013337174000071172,65.20897700011119,2.5553140000056374
5,compute_transfer,384,0.013337174000071172,65.20897700011119,2.636317999986204
5,max_gpu,448,0.013337174000071172,65.20897700011119,2.125293999938549
5,compute,448,0.013337174000071172,65.20897700011119,2.586806999943292
5,compute_transfer,448,0.013337174000071172,65.20897700011119,2.580001999945125
5,max_gpu,512,0.013337174000071172,65.20897700011119,1.9787820000374268
5,compute,512,0.013337174000071172,65.20897700011119,2.7162860000089495
5,compute_transfer,512,0.013337174000071172,65.20897700011119,2.6380030000154875
