case_index,layout,gpu_layers,cpu_offload_ratio,batch_size,sequence_length,new_tokens,status,activation_boundaries,dtype,placement_prefill_max_abs_error,placement_decode_max_abs_error,placement_argmax_agreement,gpu_baseline_allocated_bytes,gpu_peak_allocated_bytes,gpu_peak_reserved_bytes,cpu_parameter_bytes,gpu_parameter_bytes,cpu_buffer_bytes,gpu_buffer_bytes,prefill_ms_median,prefill_ms_p95,prefill_ms_min,prefill_ms_max,prefill_input_tokens_per_s_median,prefill_input_tokens_per_s_p95,prefill_input_tokens_per_s_min,prefill_input_tokens_per_s_max,ttft_ms_median,ttft_ms_p95,ttft_ms_min,ttft_ms_max,generation_ms_median,generation_ms_p95,generation_ms_min,generation_ms_max,decode_ms_median,decode_ms_p95,decode_ms_min,decode_ms_max,decode_tpot_ms_median,decode_tpot_ms_p95,decode_tpot_ms_min,decode_tpot_ms_max,decode_generated_tokens_per_s_median,decode_generated_tokens_per_s_p95,decode_generated_tokens_per_s_min,decode_generated_tokens_per_s_max,generation_generated_tokens_per_s_median,generation_generated_tokens_per_s_p95,generation_generated_tokens_per_s_min,generation_generated_tokens_per_s_max,final_kv_cpu_bytes,final_kv_gpu_bytes,final_cached_positions,gpu_peak_above_baseline_bytes,profile_prefill_cpu_compute_ms,profile_prefill_gpu_compute_ms,profile_prefill_activation_copy_ms,profile_prefill_token_copy_ms,profile_prefill_activation_fraction,profile_prefill_activation_bytes,profile_decode_cpu_compute_ms,profile_decode_gpu_compute_ms,profile_decode_activation_copy_ms,profile_decode_token_copy_ms,profile_decode_activation_fraction,profile_decode_activation_bytes
31,prefix,3,0.75,1,128,32,ok,2,float32,0.00017547607421875,5.340576171875e-05,1.0,256764928,268169216,295698432,255163392,242595840,9437184,3145728,229.934416,268.11697384999997,221.195006,271.131851,556.6835409794065,577.6903046262964,472.0950324644817,578.6749091432923,227.3373885,415.6097841499997,218.30077,538.614149,1271.5206315,3256.10275035,1238.786434,3354.96054,1042.2882610000001,2865.3127425,1015.1051880000001,2905.376121,33.62220196774194,92.42944330645162,32.745328645161294,93.72181035483871,29.74225189870497,30.47267437133411,10.669874986557723,30.53870708815646,25.166757163209198,25.702917573791318,9.538115163643624,25.831732671363753,8792064,2930688,159,11404288,372.195295,5.630003,0.527218,0.134193,0.0013929630485386474,786432,121.811804,5.836442,0.146985,0.074716,0.0011494882374511347,6144
32,prefix,12,0.0,4,512,32,ok,0,float32,0.00019073486328125,5.340576171875e-05,1.0,521365504,847885824,945815552,0,497759232,0,12582912,199.82441899999998,201.47010375,187.617764,202.027125,10249.029595118493,10661.231089616653,10137.252609024654,10915.810722485745,220.60909900000001,223.63072825,213.473915,224.25016,529.1756215,547.47473755,518.854289,549.053878,310.7788765,324.21913785000004,303.877704,324.80371800000006,10.025125048387098,10.458681866129032,9.802506580645161,10.477539290322582,398.99759163410954,407.45480949379504,381.76902888777886,408.0588946400622,241.88933068810513,245.29156691665287,233.12830512418307,246.69739214587085,0,160137216,543,326520320,0.0,200.708688,0.0,0.12643300000000002,0.0,0,0.0,11.806435,0.0,0.055749,0.0,0
33,prefix,12,0.0,1,32,32,ok,0,float32,0.00019073486328125,5.340576171875e-05,1.0,521365504,530987520,580911104,0,497759232,0,12582912,9.6558385,13.535029649999998,8.54135,14.080557,3316.754411890719,3703.8781170727666,2272.6373679677586,3746.480357320564,9.444707000000001,13.6237047,8.88712,13.90353,276.9906495,416.40067144999995,258.766856,437.437523,267.58054,404.56425244999997,249.78159200000002,425.872427,8.631630322580644,13.050459756451612,8.05747070967742,13.737820225806452,116.05402850441025,122.77800119078707,72.79175178908683,124.10842509162964,115.72136742029468,122.3232450092513,73.15330376905047,123.66344165807695,0,4644864,63,9622016,0.0,10.862199,0.0,0.113496,0.0,0,0.0,9.20916,0.0,0.041859,0.0,0
34,prefix,6,0.5,2,32,32,ok,2,float32,0.0001678466796875,6.103515625e-05,1.0,344965120,354992640,385875968,170108928,327650304,6291456,6291456,97.65616299999999,138.28654069999993,92.396578,163.11302,655.3605860787723,691.0358168858204,392.36598034908553,692.666345283913,92.93427,163.82911894999992,91.780986,195.200792,891.9043505,2009.720855899998,877.658593,2829.87875,798.7021035,1860.632121449998,752.17263,2634.6779579999998,25.764583983870967,60.020391014516065,24.26363322580645,84.98961154838709,77.6259478347288,80.56350747030257,23.53228781215621,82.4278862686083,71.75683561878841,72.68729851873661,22.61580995298827,72.92129366754801,4644864,4644864,63,10027520,91.181455,8.71665,0.28861400000000004,0.131453,0.002876986235355246,393216,19.180754999999998,6.948475,0.145296,0.049411,0.005519539117571966,12288
35,prefix,9,0.25,4,512,32,ok,2,float32,0.0001678466796875,4.57763671875e-05,1.0,433165312,678548480,746586112,85054464,412704768,3145728,9437184,1424.3775815,1499.0219273,1410.735329,1502.016383,1437.8281067732203,1451.149903633381,1363.5004405940624,1451.725180407671,1427.051978,2285.21147395,1369.982163,2294.871664,2562.276686,4018.10446765,2486.079506,4021.143328,1140.9801739999998,1735.0397026,1116.0973430000001,1747.738753,36.805812064516125,55.96902266451613,36.003140096774196,56.37866945161291,108.67975590447992,111.04401312058759,70.94881874488023,111.10142029968078,49.95559007401877,51.25540991099763,31.831742755527067,51.48668805284782,40034304,120102912,543,245383168,1369.5489400000001,154.216468,3.3580579999999998,0.156573,0.002198717926149757,12582912,41.462497,12.170517,0.262992,0.063776,0.004873852159002422,24576
36,prefix,9,0.25,4,128,32,ok,2,float32,0.0001678466796875,4.57763671875e-05,1.0,433165312,506769920,526385152,85054464,412704768,3145728,9437184,294.3934155,430.43959914999976,286.436782,514.863943,1739.1960936191126,1780.167571656134,994.4374760770537,1787.4799333557658,293.13892250000004,421.7945229999998,288.208467,509.420188,1186.021405,2116.9515948499984,1175.359047,2699.190407,891.905759,1728.4515205499983,860.6625589999999,2397.023577,28.771153516129033,55.75650066290317,27.763308354838706,77.32334119354839,139.02825703472087,142.78941883503848,51.73082200350839,144.07504858126404,107.92386474717009,108.83825552795072,47.42162674706038,108.90289254735282,11722752,35168256,159,73604608,276.820191,37.916809,1.056846,0.129088,0.003345265209521003,3145728,18.345657,10.0589,0.15574500000000002,0.052463,0.005443199914443781,24576
37,prefix,6,0.5,4,32,32,ok,2,float32,0.0001678466796875,6.103515625e-05,1.0,344965120,365018624,402653184,170108928,327650304,6291456,6291456,151.439218,497.0797437999994,147.530974,749.820334,845.2236264639853,864.7350604096783,170.70756045941,867.6144170240482,151.38436000000002,262.61963134999985,148.327088,332.145809,1432.543648,2203.1648703499995,1413.601198,2331.012236,1272.156743,1951.0068164999998,1263.108252,1998.866427,41.037314290322584,62.93570375806451,40.74542748387097,64.47956216129032,97.47226704276508,98.1317199633459,62.035160691605334,98.17052481737726,89.35431134003733,90.53667004078618,54.91176666650496,90.5488762892234,9289728,9289728,63,20053504,170.494181,11.381382,0.41016600000000003,0.12465300000000001,0.0022485891181347343,786432,31.954259,7.493391,0.178915,0.051187,0.004509202033421651,24576
38,prefix,0,1.0,1,512,32,ok,0,float32,0.0,0.0,1.0,0,0,0,497759232,0,12582912,0,1276.4605395,1966.0338723999996,1238.621808,2127.287596,401.14370543272037,412.56266019655095,240.68207841888812,413.36265573002083,1285.2239100000002,2415.5927703999996,1224.91574,2612.962666,3243.054462,5023.21337025,3129.03098,5099.917785,1964.9887765,3172.4015077,1904.11524,3357.660151,63.386734725806456,102.3355325064516,61.42307225806452,108.31161777419355,15.777077500089813,16.247638616496204,9.232619921574665,16.280527222711584,9.867301187550737,10.188054834108755,6.2746109543411,10.226808300888091,40034304,0,543,0,1288.061866,0.0,0.0,0.0,0.0,0,60.089681,0.0,0.0,0.0,0.0,0
39,prefix,0,1.0,4,32,32,ok,0,float32,0.0,0.0,1.0,0,0,0,497759232,0,12582912,0,314.2820155,399.6544948999999,303.91499,435.322214,407.28723228390913,420.4820069358079,294.0350753614425,421.1704068956915,315.2875825,630.1148740499995,309.555514,836.620473,3343.6640915,5340.6169593,3240.36942,5343.847611,2997.7166035,5001.70057385,2930.813906,5026.316117,96.70053559677419,161.34517980161291,94.54238406451613,162.13922958064518,41.36634283190174,42.08406340579282,24.670155460498663,42.30906634711457,38.28991100359154,39.28706708612596,23.952778843565717,39.50166891773716,18579456,0,63,0,312.027145,0.0,0.0,0.0,0.0,0,102.187423,0.0,0.0,0.0,0.0,0
40,prefix,12,0.0,4,128,32,ok,0,float32,0.00019073486328125,5.340576171875e-05,1.0,521365504,619120128,654311424,0,497759232,0,12582912,27.796071,30.755241799999997,26.824883,32.335478,18420.044968500224,19070.07470894267,15834.001278719305,19086.756128628782,46.168662999999995,55.28784599999999,35.914017,60.797304,360.088504,369.9102426,344.067966,370.054563,309.2063035,324.76400555,303.492633,325.64845399999996,9.974396887096773,10.476258243548386,9.790084935483872,10.504788838709676,401.031398539303,407.9287040740112,380.778715442635,408.57663915683906,355.4726277951347,369.40239850368897,345.8949376608552,372.0195212826061,0,46891008,159,97754624,0.0,29.445995,0.0,0.11099300000000001,0.0,0,0.0,11.491749,0.0,0.043922,0.0,0
41,prefix,6,0.5,4,512,32,ok,2,float32,0.0001678466796875,6.103515625e-05,1.0,344965120,552599552,587202560,170108928,327650304,6291456,6291456,3164.756844,3527.0330566499997,2982.349322,3662.33697,647.3238673160561,686.5235292790557,559.2057794725536,686.7069477382971,3065.849541,4532.707925799999,2979.819846,4594.66522,6153.942788,6579.9814295,4882.342002,6623.083082,1934.8329055000002,3556.3338999999996,1868.3384290000004,3565.380718,62.413964693548394,114.72044838709677,60.268981580645175,115.01228122580645,64.08823942892406,65.8448316901029,34.778894543850505,66.36913209903257,20.7996868242926,26.022629356612807,19.326346720287148,26.21692621032409,80068608,80068608,543,207634432,2895.684276,104.760503,7.209015000000001,0.14551799999999998,0.0023967739374228573,12582912,79.367457,9.924944,0.164298,0.058292,0.0018354244151127716,24576
42,prefix,0,1.0,2,512,32,ok,0,float32,0.0,0.0,1.0,0,0,0,497759232,0,12582912,0,2752.6041095,4442.105872149999,2676.67647,4462.694098,372.01136116451426,379.9247038914362,229.45780676719824,382.56397867912665,2773.2744115,3801.4913254,2707.88731,3958.932433,5157.239482999999,6970.8268951499995,5053.196455,6993.776937,2387.6876254999997,3732.858644899999,2333.10222,3979.8012019999996,77.02218146774192,120.41479499677416,75.26136193548388,128.38068393548386,25.968556451359543,26.51181968644547,15.578667589939586,26.574060694177383,12.409792201386255,12.634870893351849,9.150992457510803,12.665250712086157,80068608,0,543,0,2713.658974,0.0,0.0,0.0,0.0,0,84.55093600000001,0.0,0.0,0.0,0.0,0
43,prefix,3,0.75,4,512,32,ok,2,float32,0.00017547607421875,5.340576171875e-05,1.0,256764928,426650624,497025024,255163392,242595840,9437184,3145728,4839.272299,4945.1210593,4766.422439,4951.628935,423.2051931462641,428.8463767945938,413.6012667516251,429.67236459000736,6374.2622215,6526.6875138,6232.3382,6553.984107,9078.113287,9281.8090282,8916.656709,9283.576216,2723.7947390000004,2781.53883375,2681.209663999999,2790.2512049999996,87.86434641935486,89.72705915322581,86.49063432258062,90.00810338709677,45.52474409639734,46.2279119437976,44.44044313207277,46.24778198621323,14.09985171138117,14.294219993623514,13.787790073764393,14.355156218003053,120102912,40034304,543,169885696,4688.19741,53.390599,3.1811030000000002,0.136652,0.0006704249058295945,12582912,140.985862,6.0518019999999995,0.190704,0.062892,0.0012947407741640612,24576
44,prefix,0,1.0,2,32,32,ok,0,float32,0.0,0.0,1.0,0,0,0,497759232,0,12582912,0,198.5413665,252.15760764999993,187.255356,275.824414,322.8922171399065,340.9719550014137,232.03167214922462,341.7792759957157,195.4850515,299.2611628999999,184.665222,359.465618,1839.3212595,3941.14012885,1813.711229,3946.641301,1645.1205369999998,3665.3837679,1618.464686,3729.372201,53.068404419354835,118.23818606129032,52.208538258064515,120.30232906451613,37.68723358516311,38.26580207834043,16.624782043308848,38.30791029072846,34.79568314762285,35.135635654384686,16.216320440315585,35.286763943831765,9289728,0,63,0,192.691551,0.0,0.0,0.0,0.0,0,50.899946,0.0,0.0,0.0,0.0,0
