bytes,pinned,direction,trial,wall_ms,cuda_event_span_ms,wall_effective_GB_per_s,event_span_effective_GB_per_s
98304,True,H2D,8,0.055248,0.03187200054526329,1.779322328410078,3.084337296631027
98304,True,H2D,9,0.04977,0.027295999228954315,1.9751657625075347,3.601406901262062
98304,True,H2D,10,0.055335,0.03267199918627739,1.776524803469775,3.0088149623023006
98304,True,H2D,11,0.054333,0.03139200061559677,1.809287173540942,3.1314984095393634
98304,True,H2D,12,0.055086,0.03222399950027466,1.7845550593617252,3.0506455289375896
98304,True,H2D,13,0.061423,0.040063999593257904,1.6004428308614036,2.4536741463162084
98304,True,H2D,14,0.052306,0.029983999207615852,1.8794019806523152,3.278548645873465
98304,True,H2D,15,0.047442,0.026623999699950218,2.0720880232705197,3.6923077339196264
98304,True,H2D,16,0.046473,0.025472000241279602,2.115292750629398,3.859296445855468
98304,True,H2D,17,0.094234,0.03782400116324425,1.0431903559224909,2.5989846916440884
98304,True,H2D,18,0.049484,0.027936000376939774,1.9865815212998141,3.518900296162175
98304,True,H2D,19,0.049196,0.027712000533938408,1.9982112366859095,3.5473440425063787
98304,True,H2D,20,0.056493,0.02828799933195114,1.7401093940842227,3.475113204240152
