case_id,workload_id,kind,batch_size,sequence_length,new_tokens,gpu_layers,layout,block,trial,prefill_ms,prefill_input_tokens_per_s,ttft_ms,generation_ms,decode_ms,decode_tpot_ms,decode_generated_tokens_per_s,generation_generated_tokens_per_s,final_kv_cpu_bytes,final_kv_gpu_bytes,final_cached_positions,decode_step_ms_json
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,0,1,119.32183,536.3645529070413,119.25759,1014.07152,894.81393,28.864965483870968,34.64407399200859,31.555959682212556,5253120,1751040,95,"[32.203899, 27.886526, 27.779805, 27.493443, 27.492454, 29.303352, 27.52159, 27.221251, 27.325144, 27.458213, 27.456576, 27.485979, 27.337336, 27.991339, 27.999907, 45.851212, 41.483314, 30.004841, 27.633457, 27.67726, 27.532513, 27.418161, 27.401721, 27.177918, 27.204342, 28.256893, 27.249239, 27.711107, 27.801093, 27.00519, 27.423047]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,0,2,115.047036,556.2942099612196,114.089254,1151.328111,1037.238857,33.45931796774194,29.88704076287801,27.793988259529257,5253120,1751040,95,"[27.477119, 29.551567, 27.294017, 27.541226, 27.393004, 28.163115, 28.116006, 27.623527, 27.358993, 27.685957, 27.66133, 26.731185, 32.138492, 51.472987, 27.3581, 27.535694, 27.309803, 27.314243, 27.001287, 27.194559, 27.94826, 27.645037, 27.064694, 27.231357, 27.203261, 44.688582, 56.732183, 57.837458, 48.856893, 57.430636, 54.650691]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,0,3,228.17096,280.49143501872453,630.59412,2632.685979,2002.091859,64.5836083548387,15.48380503154526,12.154886779225713,5253120,1751040,95,"[368.862179, 171.281103, 207.656903, 158.941763, 55.710786, 54.08376, 47.397537, 51.037488, 54.813223, 63.156825, 63.610564, 47.666838, 55.72387, 86.927661, 29.932594, 36.915809, 38.699851, 27.048137, 44.738067, 35.27806, 27.276714, 27.348043, 28.441016, 27.813252, 28.033735, 27.914806, 27.828861, 27.356983, 26.882301, 27.008539, 26.67819]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,0,4,117.237156,545.9020176163264,117.306464,1008.549987,891.243523,28.749791064516128,34.782861473878,31.72871985769011,5253120,1751040,95,"[26.912576, 31.789861, 28.764384, 30.959439, 29.761741, 27.895727, 27.18504, 27.36797, 30.066985, 27.816151, 26.793997, 27.578617, 27.642494, 28.054886, 27.351294, 42.855259, 37.468495, 28.086926, 28.29864, 27.481561, 26.871814, 27.753326, 27.24334, 27.726606, 26.750964, 27.018944, 26.67089, 30.412019, 27.017816, 26.670024, 26.947839]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,1,0,113.344267,564.6514084386818,147.863881,1004.431924,856.568043,27.631227193548387,36.19093690610636,31.858804201050063,5253120,1751040,95,"[27.428202, 27.388885, 27.652082, 30.115239, 27.889577, 31.243793, 27.432614, 30.962442, 27.022676, 27.838375, 27.596668, 27.486035, 27.041468, 27.643999, 27.158861, 26.780943, 26.87782, 27.539477, 26.801204, 26.652333, 27.592421, 27.313715, 27.612203, 26.827936, 27.255222, 27.171962, 27.826162, 26.938516, 26.854743, 27.645784, 26.949325]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,1,1,137.812304,464.39975345017086,116.246935,964.711934,848.464999,27.36983867741936,36.5365690235149,33.170523627004286,5253120,1751040,95,"[27.282869, 31.237856, 27.77875, 30.291735, 26.857197, 27.342019, 27.401749, 26.784956, 26.508233, 26.828864, 27.124693, 26.431688, 26.28559, 26.83479, 26.73323, 26.578072, 26.815382, 27.072749, 27.450763, 27.01181, 28.100722, 27.627702, 27.267675, 26.91496, 26.923006, 28.166915, 27.125891, 26.718497, 28.398364, 27.339591, 27.201521]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,1,2,138.816121,461.041552947586,123.928381,991.264366,867.3359849999999,27.97858016129032,35.74162785370885,32.282003769718884,5253120,1751040,95,"[28.078655, 26.746516, 27.003037, 26.677761, 27.56252, 27.098377, 26.859112, 26.794099, 26.693049, 27.296738, 27.160171, 26.849479, 27.995748, 27.360601, 27.572987, 27.088677, 26.928505, 27.313119, 27.054928, 26.446888, 27.521881, 26.990363, 26.909846, 26.752177, 27.930472, 27.40374, 26.904066, 26.89944, 27.181771, 34.742709, 45.49034]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,1,3,127.258095,502.9149619126391,113.501225,1001.037092,887.535867,28.63018925806452,34.92816589461843,31.96684743825656,5253120,1751040,95,"[26.614424, 26.731731, 26.498622, 27.863574, 27.1085, 27.040546, 27.305476, 27.003441, 27.096707, 27.684046, 27.381263, 27.094378, 26.89397, 27.719653, 27.187377, 27.358636, 26.851978, 27.226126, 27.666375, 26.884951, 27.389343, 27.561871, 27.337959, 28.055945, 28.1229, 28.198775, 28.280608, 59.348771, 28.995478, 28.679585, 32.325653]"
B1_S64_N32_G3,B1_S64_N32,primary,1,64,32,3,prefix,1,4,117.45707,544.8799293222621,114.40304,2750.460326,2636.057286,85.034106,11.759987222068284,11.634416136639086,5253120,1751040,95,"[27.325868, 28.112249, 27.047337, 26.250095, 50.496111, 58.302306, 55.62204, 45.128513, 50.694838, 47.374243, 166.923662, 353.953789, 103.907066, 119.04067, 362.433133, 92.339403, 58.021374, 53.549794, 83.669132, 60.935395, 54.967093, 77.019474, 126.879091, 51.977998, 175.288886, 138.339362, 28.398699, 28.036827, 28.037884, 28.064077, 27.893499]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,0,0,84.450241,757.8427159254643,82.683008,757.386322,674.703314,21.764623032258065,45.94612084564328,42.25056496333189,3502080,3502080,95,"[22.952628, 21.224457, 21.066, 20.864611, 21.108452, 38.130377, 29.951635, 20.712387, 20.752123, 20.947557, 21.060934, 20.318928, 20.353331, 20.446945, 20.425832, 20.452123, 20.374502, 20.628062, 20.690262, 20.533784, 20.707679, 20.418202, 20.802763, 20.50989, 21.056609, 21.451338, 20.767342, 20.62333, 20.685191, 20.972978, 23.687345]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,0,1,82.590003,774.9121888275025,86.450108,756.139311,669.689203,21.602877516129038,46.29012960210439,42.32024381549447,3502080,3502080,95,"[21.202345, 20.869009, 21.007372, 21.018406, 20.751116, 20.757129, 20.418298, 20.45463, 22.303607, 20.963835, 20.756259, 21.035094, 20.821137, 20.819496, 20.885266, 37.970459, 28.140934, 20.865339, 20.98336, 20.751917, 20.514384, 20.30537, 21.661447, 20.295135, 20.490856, 20.370361, 20.247629, 20.843276, 20.918889, 20.797628, 20.440955]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,0,2,79.305721,807.0035703981557,79.116477,754.436727,675.32025,21.784524193548386,45.90414695842454,42.4157505258887,3502080,3502080,95,"[23.095621, 20.128344, 20.44591, 21.539543, 23.865, 24.723456, 24.081358, 20.57656, 21.145942, 20.790515, 20.357603, 21.791844, 20.360663, 20.474058, 20.506461, 20.237741, 22.129761, 20.76901, 20.187199, 19.873858, 19.939419, 19.822332, 19.955491, 19.942304, 19.748487, 29.504241, 38.120071, 20.769498, 20.297243, 20.248129, 19.866931]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,0,3,77.840849,822.1904157288932,78.262172,741.719403,663.4572310000001,21.40184616129033,46.72494103843748,43.14299972546356,3502080,3502080,95,"[20.20786, 19.948342, 19.924638, 19.808923, 21.380429, 22.60876, 22.134488, 22.018178, 25.720153, 21.569922, 24.763227, 22.209372, 24.052558, 20.568121, 22.820715, 21.044868, 20.500462, 20.624302, 20.173252, 20.085344, 20.554017, 20.438019, 22.352573, 21.105231, 21.671396, 21.332753, 21.095824, 20.651493, 20.673901, 20.714027, 20.677552]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,0,4,79.307942,806.980970455645,107.002558,776.288883,669.286325,21.589881451612904,46.31799402146757,41.221767695982834,3502080,3502080,95,"[20.993868, 20.563813, 20.406722, 20.47023, 20.652479, 20.488546, 20.960833, 20.370901, 24.085308, 20.921102, 20.592407, 20.210813, 20.272089, 20.377229, 20.714684, 23.198988, 20.439281, 20.35484, 20.757374, 23.963818, 23.645398, 21.598815, 25.690627, 21.775377, 21.170226, 20.744423, 20.322014, 21.611342, 23.578757, 24.112435, 24.214905]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,1,0,78.325423,817.1037901704022,80.218162,744.435607,664.217445,21.426369193548386,46.6714631380993,42.98558491708471,3502080,3502080,95,"[21.045477, 20.670527, 20.755725, 20.387308, 20.974606, 21.073716, 20.818511, 20.552542, 20.554541, 20.371699, 20.713859, 22.254692, 20.335334, 20.261246, 20.392853, 22.682786, 23.23541, 20.566044, 27.257225, 20.821867, 20.605699, 29.620128, 20.344449, 20.592267, 20.856264, 20.815842, 20.837227, 21.159375, 21.176027, 21.517465, 20.939901]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,1,1,78.572782,814.5314238714368,107.257061,760.532978,653.2759169999999,21.073416677419356,47.45314987633319,42.07575598385164,3502080,3502080,95,"[21.046331, 21.646316, 21.697736, 21.706462, 21.053198, 20.727264, 22.77682, 20.961418, 20.603681, 20.91448, 20.634689, 20.736336, 20.703884, 20.798372, 20.769102, 20.055845, 20.125426, 20.829188, 20.718053, 20.274692, 20.201717, 20.629569, 22.913582, 23.270885, 23.877711, 20.567997, 20.80666, 20.700729, 20.639657, 20.576776, 20.283656]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,1,2,76.856741,832.7181086171739,80.956683,750.483751,669.527068,21.59764735483871,46.3013393806507,42.639164348809466,3502080,3502080,95,"[20.437754, 20.380798, 20.670717, 20.50381, 20.424819, 20.086311, 23.429444, 20.564864, 23.913638, 30.143858, 31.634653, 20.744413, 21.335258, 20.302723, 22.427446, 20.379682, 20.368414, 20.649547, 20.693486, 20.546021, 20.184583, 20.235948, 20.721101, 20.214752, 20.455464, 20.652551, 20.585206, 21.433984, 20.346164, 20.584799, 24.447019]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,1,3,81.394045,786.2983096613517,76.254558,742.885685,666.631127,21.50422990322581,46.50247902390552,43.07526803400445,3502080,3502080,95,"[20.522157, 20.297356, 20.192426, 20.441361, 19.981169, 20.971538, 21.337382, 20.89498, 21.11697, 20.830411, 20.665789, 20.540734, 20.140765, 19.816711, 19.820767, 24.350857, 20.302906, 19.956534, 20.691467, 21.800829, 34.893831, 31.56467, 20.419426, 21.487311, 20.630985, 20.628132, 20.445802, 20.159092, 20.677102, 20.70623, 20.319519]"
B1_S64_N32_G6,B1_S64_N32,primary,1,64,32,6,prefix,1,4,82.595227,774.863177021113,77.108545,786.635803,709.527258,22.887976064516128,43.6910628174908,40.67956210226043,3502080,3502080,95,"[23.402371, 22.132725, 20.406753, 20.277546, 20.452092, 20.476247, 20.715221, 20.26893, 20.238223, 20.075759, 20.325576, 20.142205, 20.942708, 20.500916, 21.662512, 21.131764, 20.862746, 20.568864, 20.961231, 20.683713, 20.890941, 20.625342, 20.647705, 23.760764, 21.737855, 20.227418, 20.251978, 21.165649, 36.393397, 36.914013, 50.652068]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,0,0,49.366324,1296.4303357892315,48.237223,498.302862,450.065639,14.51824641935484,68.87884191487899,64.21797352630898,1751040,5253120,95,"[14.763924, 14.676774, 17.146733, 14.590851, 14.535512, 14.471308, 14.435062, 14.596971, 14.501322, 14.488973, 14.395704, 14.347564, 14.285463, 14.258999, 14.518814, 15.227386, 14.489607, 14.495371, 14.777499, 14.080785, 14.109168, 14.352663, 14.378692, 14.143631, 14.14652, 14.161336, 14.060089, 14.234421, 14.510263, 14.546952, 14.311775]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,0,1,46.00087,1391.2780345241297,43.195732,515.999515,472.803783,15.251734935483867,65.56631125770836,62.01556216579002,1751040,5253120,95,"[14.18026, 14.246748, 23.886754, 30.973216, 14.493919, 14.324069, 14.085352, 14.220589, 13.8968, 14.0588, 14.991027, 15.008664, 14.125806, 14.202936, 14.048871, 14.062622, 14.020212, 14.103031, 15.068797, 16.072819, 16.06914, 14.319828, 14.38368, 14.26683, 14.197198, 14.399403, 14.133668, 14.526475, 14.445451, 13.956713, 14.006558]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,0,2,46.42874,1378.4565336039705,43.505058,546.298711,502.793653,16.219150096774193,61.65551178904798,58.57601227252392,1751040,5253120,95,"[14.208558, 14.129085, 14.253735, 14.495854, 14.095161, 14.008654, 13.941599, 14.301224, 14.288448, 14.820855, 14.284021, 14.043499, 14.444934, 13.858193, 13.783216, 14.03647, 14.587649, 14.217778, 13.900908, 13.883622, 13.913301, 13.907377, 13.92473, 14.720044, 14.067302, 17.951365, 17.151805, 25.992527, 26.056707, 31.636382, 29.860526]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,0,3,392.021512,163.2563470139363,456.933165,1902.062706,1445.129541,46.61708196774194,21.45136413068453,16.82384071726813,1751040,5253120,95,"[43.923193, 135.935832, 136.998657, 85.918646, 74.093076, 28.933347, 30.421468, 31.4206, 139.28435, 134.460037, 140.544533, 83.015878, 25.695933, 21.564252, 24.36371, 27.22368, 22.878107, 32.091014, 25.297228, 14.344936, 14.345955, 14.483932, 14.151302, 22.361919, 26.576492, 15.12731, 16.926053, 17.461585, 16.446456, 14.450515, 14.361928]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,0,4,46.122339,1387.6139282528582,45.482847,497.212525,451.729678,14.571925096774194,68.62511256123402,64.3587970757575,1751040,5253120,95,"[14.436083, 14.635731, 14.69962, 14.903125, 15.435925, 14.371059, 14.359409, 13.892496, 14.209309, 14.120653, 13.916324, 14.883239, 15.976282, 16.734627, 16.014383, 16.546824, 15.279896, 14.177289, 14.050789, 14.024925, 14.029392, 13.88441, 14.206573, 14.199645, 14.358242, 14.571366, 13.909414, 13.841009, 13.874759, 13.864654, 14.28061]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,1,0,46.000893,1391.2773388986166,45.371024,500.001021,454.629997,14.665483774193548,68.18731760896102,63.99986931226687,1751040,5253120,95,"[14.940068, 17.752342, 14.860056, 14.469786, 14.478542, 14.415575, 14.97477, 14.410789, 14.646825, 14.31163, 14.363505, 14.777309, 14.230552, 16.890571, 16.813028, 14.597465, 14.217452, 14.300438, 14.526843, 14.380514, 14.234382, 14.307139, 14.396569, 14.231946, 14.243721, 14.323198, 14.070599, 14.041817, 14.214761, 13.949011, 14.233151]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,1,1,43.321829,1477.3152814023615,47.463467,520.324645,472.86117800000005,15.253586387096776,65.5583529422244,61.50006598284423,1751040,5253120,95,"[14.425997, 14.047831, 14.0769, 14.062797, 14.041213, 14.220777, 13.971778, 14.103223, 14.193006, 14.000157, 14.470385, 13.972563, 14.531897, 14.680627, 14.3255, 14.242518, 14.32862, 14.163645, 14.360724, 14.24462, 14.394011, 14.145129, 22.795767, 34.588001, 16.159236, 14.37739, 14.535327, 14.192587, 14.368465, 14.189057, 14.625785]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,1,2,50.21947,1274.406121769107,47.271524,507.840503,460.568979,14.857063838709678,67.30805028881461,63.011909863361176,1751040,5253120,95,"[14.971637, 14.585922, 14.194351, 14.178356, 14.221119, 15.866055, 16.745346, 15.146748, 14.188045, 14.242576, 13.955789, 14.461135, 14.118921, 14.258014, 13.983269, 13.911835, 13.992299, 13.912723, 14.03637, 14.038432, 15.102679, 24.253716, 14.066451, 14.483825, 14.597962, 14.834444, 15.831656, 15.005826, 15.024785, 14.167209, 14.165635]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,1,3,44.192414,1448.212356084463,43.622896,511.389199,467.766303,15.08923558064516,66.27240953694778,62.57464972387889,1751040,5253120,95,"[14.305025, 14.455898, 14.264664, 13.889606, 13.998138, 14.336838, 14.126761, 14.170438, 14.032411, 14.138521, 14.872214, 14.318048, 14.15395, 14.365335, 13.894685, 13.857667, 13.916396, 13.990867, 32.244419, 18.460935, 14.145145, 14.500633, 14.068575, 14.149942, 17.292066, 14.138295, 14.098549, 14.465399, 14.962908, 14.3106, 15.815469]"
B1_S64_N32_G9,B1_S64_N32,primary,1,64,32,9,prefix,1,4,45.883236,1394.844949471306,50.555209,502.445722,451.890513,14.577113322580646,68.60068779536427,63.68847140865895,1751040,5253120,95,"[14.738594, 14.685236, 21.475533, 14.267905, 14.322684, 18.823682, 14.347176, 13.836858, 13.903392, 13.818267, 13.771879, 13.827878, 13.927721, 13.774701, 13.890166, 14.259217, 14.448291, 14.340442, 14.039762, 16.593987, 14.502506, 14.197527, 13.898869, 14.549024, 14.013259, 13.958271, 13.974473, 13.852103, 14.000959, 14.000386, 13.823625]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,0,0,9.218725,6942.391708180904,8.557035,265.53294,256.975905,8.289545322580645,120.63387810619832,120.51235526560284,0,7004160,95,"[7.655939, 7.554629, 7.55669, 7.617684, 7.630175, 7.507783, 7.636894, 7.78509, 7.597768, 7.64827, 7.918903, 8.02898, 11.266596, 9.768476, 7.61771, 8.038714, 7.684781, 7.550848, 7.72762, 7.571679, 7.527088, 7.647452, 7.712432, 7.759995, 7.55594, 7.543285, 12.127079, 13.095963, 10.982892, 7.980991, 7.658085]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,0,1,8.446149,7577.417826751576,8.357364,249.689859,241.332495,7.7849191935483875,128.4534848902134,128.15898942856143,0,7004160,95,"[7.63072, 7.555968, 7.650196, 7.647775, 7.552872, 7.488031, 7.532589, 7.538805, 7.720236, 7.514566, 7.914905, 7.908062, 8.20854, 8.166817, 7.974392, 7.643235, 7.62728, 7.557463, 7.531358, 7.862844, 7.788607, 9.232651, 8.052119, 7.53705, 7.72282, 7.822186, 7.646173, 7.828883, 8.01532, 7.882165, 7.561779]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,0,2,8.513743,7517.257685603148,8.246833,247.198091,238.951258,7.708105096774194,129.7335710197433,129.45083787075038,0,7004160,95,"[7.579633, 7.502629, 7.55045, 7.545703, 7.815387, 7.574034, 7.666721, 7.837545, 7.753394, 7.529222, 7.822064, 7.668581, 7.643033, 8.038202, 7.75111, 7.55206, 7.570549, 7.606763, 7.575058, 9.509497, 7.703092, 7.874042, 7.531562, 7.558668, 7.667747, 7.641275, 7.567844, 7.561902, 7.589934, 7.556602, 7.592668]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,0,3,8.462426,7562.843090149326,8.558517,245.269165,236.710648,7.635827354838709,130.96157803598257,130.4689074959749,0,7004160,95,"[7.549875, 7.663653, 7.526024, 7.791789, 7.552744, 7.647681, 7.619743, 7.530466, 7.57051, 8.09975, 7.610538, 7.588994, 7.758146, 7.549123, 7.647209, 7.524679, 7.545536, 7.534799, 7.589172, 7.509827, 7.553004, 7.689445, 7.609905, 7.74844, 7.594444, 7.888706, 7.792913, 7.603402, 7.71911, 7.517495, 7.567714]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,0,4,8.542921,7491.582797031601,8.27057,276.0244,267.75383,8.637220322580644,115.77798905808368,115.93177994409189,0,7004160,95,"[7.527625, 7.528922, 7.861295, 7.629075, 7.823186, 7.972136, 11.514291, 11.706441, 8.44098, 7.968372, 8.616029, 8.086275, 8.009329, 8.452506, 8.698209, 8.816746, 8.938572, 8.302449, 7.727968, 7.906013, 7.992775, 7.738738, 7.799558, 11.793625, 12.896892, 11.348493, 8.072708, 7.662131, 7.706578, 7.615979, 7.577744]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,1,0,9.215689,6944.678797212016,8.608269,245.037509,236.42924,7.626749677419355,131.1174540001905,130.59225149077074,0,7004160,95,"[7.596712, 7.846497, 7.603715, 7.623206, 7.594739, 7.512064, 7.5757, 7.668997, 7.725018, 7.60235, 7.77946, 7.551613, 7.582921, 7.545183, 7.606607, 7.539435, 7.625329, 7.571881, 7.561795, 7.617412, 7.686945, 7.516883, 7.770749, 7.70283, 7.563755, 7.747912, 7.649828, 7.575157, 7.543015, 7.723263, 7.602232]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,1,1,8.589671,7450.809233555046,8.282531,265.450247,257.167716,8.295732774193548,120.54390217471932,120.5498972468464,0,7004160,95,"[7.859777, 7.815957, 7.577297, 7.57579, 7.558549, 7.496457, 7.540374, 7.600449, 7.541402, 7.510085, 7.542442, 7.577144, 7.892927, 8.561733, 8.003217, 11.24452, 12.531476, 12.579606, 7.906972, 7.55045, 7.933294, 7.47837, 7.544161, 7.457643, 7.628277, 7.475282, 7.595069, 7.758144, 7.742031, 8.911962, 12.158758]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,1,2,10.326277,6197.78067158183,8.824128,251.418294,242.594166,7.825618258064516,127.78543075104288,127.27792990274604,0,7004160,95,"[7.525822, 7.508447, 7.569199, 7.592997, 7.714362, 7.646143, 7.49268, 7.688264, 7.697268, 7.546144, 7.468032, 7.779627, 7.577503, 7.79936, 7.563259, 8.63283, 11.207439, 8.022969, 7.531502, 7.493301, 7.490464, 7.884851, 7.474216, 7.636165, 7.497095, 7.559426, 9.113449, 8.094094, 7.648705, 7.619294, 7.503272]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,1,3,8.506855,7523.344408715089,8.637701,252.5245,243.886799,7.867316096774194,127.10815069576604,126.72037762672534,0,7004160,95,"[7.923531, 7.597495, 7.653645, 7.785576, 7.931152, 7.619379, 7.747157, 7.609393, 7.765685, 7.988131, 7.54271, 7.557056, 7.696138, 7.588985, 7.623144, 7.734092, 7.60638, 7.556438, 7.944439, 7.461672, 7.493445, 7.751189, 8.014988, 9.030236, 7.524901, 9.986036, 9.80399, 7.785485, 7.515012, 7.541933, 7.492121]"
B1_S64_N32_G12,B1_S64_N32,primary,1,64,32,12,prefix,1,4,9.103083,7030.585132531473,8.294571,248.52035,240.225779,7.749218677419355,129.04526786860788,128.76209131364897,0,7004160,95,"[7.845574, 7.477602, 7.526779, 7.58172, 7.522651, 7.876393, 7.502304, 7.52049, 7.556079, 7.938678, 7.49227, 7.497731, 7.506317, 7.638969, 7.542259, 7.569684, 7.51809, 7.470152, 7.757373, 7.5492, 7.584527, 7.510458, 7.638622, 7.48727, 7.962018, 7.771424, 7.653193, 7.539456, 9.088552, 9.102199, 8.979187]"
B1_S256_N32_G0,B1_S256_N32,primary,1,256,32,0,prefix,0,0,513.294238,498.7392825555155,559.018099,2115.247177,1556.2290780000003,50.20093800000001,19.9199465157404,15.12825562324341,21159936,0,287,"[51.651377, 47.67918, 50.609996, 50.070502, 50.266037, 48.026501, 47.701792, 47.800292, 48.033545, 48.194677, 51.834897, 48.045168, 47.831809, 47.72366, 47.633482, 48.049382, 75.512766, 48.471345, 56.174365, 48.45418, 49.35861, 47.543867, 52.699377, 48.432034, 50.351684, 48.531397, 49.899577, 48.229216, 49.562265, 48.908403, 52.942826]"
B1_S256_N32_G0,B1_S256_N32,primary,1,256,32,0,prefix,0,1,545.479788,469.3116145304361,530.434521,2804.437214,2274.002693,73.35492558064516,13.63234973090685,11.410489006583266,21159936,0,287,"[53.089347, 49.03851, 48.931066, 50.174319, 50.907803, 72.279917, 48.296332, 48.457404, 48.227233, 53.426853, 50.061236, 51.583094, 50.511448, 50.891556, 48.555682, 49.080813, 48.429057, 51.671972, 47.576272, 48.37232, 48.916547, 52.384163, 92.694012, 95.005843, 98.989601, 103.423823, 107.663355, 94.21597, 116.868459, 332.402087, 111.872124]"
B1_S256_N32_G0,B1_S256_N32,primary,1,256,32,0,prefix,0,2,1295.828769,197.5569659543498,818.634578,2403.773632,1585.1390539999998,51.13351787096774,19.556643893022148,13.312401623016056,21159936,0,287,"[52.676457, 49.039207, 80.5362, 48.551626, 50.09013, 49.435628, 48.919827, 49.212842, 48.590894, 48.250964, 51.73618, 47.560413, 47.002429, 48.37465, 47.727759, 47.783546, 48.517515, 48.134599, 47.969222, 47.857474, 47.654848, 48.058383, 53.281744, 76.197835, 51.489258, 49.188017, 49.274568, 50.9131, 50.053709, 49.139609, 51.916941]"
