case_id,workload_id,kind,batch_size,sequence_length,new_tokens,gpu_layers,layout,block,trial,prefill_ms,prefill_input_tokens_per_s,ttft_ms,generation_ms,decode_ms,decode_tpot_ms,decode_generated_tokens_per_s,generation_generated_tokens_per_s,final_kv_cpu_bytes,final_kv_gpu_bytes,final_cached_positions,decode_step_ms_json,cpu_threads
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,0,3,853.463464,899.8627737390759,881.96019,1908.990218,1027.030028,33.130000903225806,90.55236698493104,50.28836664264144,31739904,31739904,287,"[31.917564, 31.416631, 31.41414, 30.787187, 31.875738, 59.833367, 31.592442, 30.609779, 30.750397, 31.161405, 31.67942, 32.124203, 33.133597, 34.099542, 33.337333, 31.687806, 32.871362, 31.381009, 32.725151, 32.527762, 32.362075, 34.101649, 32.494294, 33.09305, 32.708892, 32.223097, 33.109757, 35.100805, 31.813167, 31.624788, 31.444756]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,0,4,872.829301,879.8971335175193,1675.889117,3532.883528,1856.994411,59.90304551612903,50.08092617248055,27.173270570384908,31739904,31739904,287,"[225.029964, 63.269655, 71.807972, 68.203143, 94.231464, 83.455392, 54.927709, 70.89263, 118.044881, 76.735123, 56.977629, 62.272771, 56.737387, 61.309648, 62.90155, 155.181068, 31.700103, 31.46121, 31.560199, 31.780509, 31.375585, 31.036236, 31.200247, 34.107172, 31.253415, 31.539738, 31.734025, 31.787954, 31.12444, 31.51374, 31.813416]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,3,0,755.727012,1016.2399752888548,738.48912,1749.560121,1011.071001,32.61519358064516,91.98167083025656,54.8709351840559,31739904,31739904,287,"[33.003199, 33.571311, 62.418224, 30.886673, 30.981424, 30.628821, 32.590527, 30.914527, 30.806592, 31.11034, 31.483917, 31.846142, 31.662605, 31.855988, 32.501567, 31.875711, 31.952904, 31.439155, 31.902624, 31.676612, 31.324597, 31.651878, 31.300709, 31.638294, 31.681428, 31.133314, 31.544079, 31.486298, 31.439772, 31.278671, 31.453665]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,3,1,772.283357,994.453645852684,773.995303,1805.554175,1031.558872,33.27609264516129,90.15481571079928,53.16927142327369,31739904,31739904,287,"[32.01536, 31.311892, 30.64729, 31.448777, 31.364566, 30.575882, 30.59274, 33.010615, 47.820751, 60.273683, 31.002503, 31.046197, 29.921849, 30.131788, 33.000672, 32.164154, 29.556854, 30.57099, 30.583914, 30.21056, 30.46437, 53.540803, 34.902682, 30.18784, 30.406855, 29.832557, 30.689203, 30.153236, 30.254077, 32.153751, 31.690272]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,3,2,721.040126,1065.127962101793,727.054994,1782.593069,1055.538075,34.04961532258064,88.10672225158719,53.854130631089085,31739904,31739904,287,"[32.351172, 32.524084, 29.744001, 32.777921, 30.188541, 29.825936, 29.767252, 30.016281, 33.538047, 30.26761, 48.490468, 39.029007, 49.762815, 42.149623, 31.244137, 30.837306, 31.16142, 31.102042, 31.95317, 31.746782, 34.043892, 35.466658, 33.652402, 33.010054, 32.712635, 32.939428, 34.748323, 34.683823, 34.484336, 36.221171, 35.063605]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,3,3,795.135194,965.873483899645,764.185273,3552.545922,2788.360649,89.94711770967741,33.35293088193342,27.02287376652805,31739904,31739904,287,"[32.522979, 32.545109, 31.997712, 50.494416, 61.150938, 59.490031, 59.584833, 58.304475, 62.254321, 60.415076, 54.303926, 57.930273, 212.375011, 267.865548, 300.734706, 257.093921, 66.285175, 62.84216, 58.201793, 72.969454, 90.036799, 62.831348, 76.14418, 124.607356, 65.98206, 61.931169, 62.569471, 65.079031, 141.188767, 87.340987, 31.257589]",2
B3_S256_N32_G6,B3_S256_N32,primary,3,256,32,6,prefix,3,4,734.019635,1046.2935368207145,737.049997,1740.363177,1003.31318,32.364941290322584,92.6928917648625,55.160900476808926,31739904,31739904,287,"[30.928874, 30.772741, 30.746181, 30.532119, 31.812518, 33.408635, 31.928198, 31.853115, 35.601863, 31.10743, 31.071636, 30.681529, 32.031829, 33.870804, 31.432997, 30.501041, 30.479175, 30.4678, 31.121093, 30.73293, 31.372437, 30.954443, 31.423135, 30.904772, 31.239503, 31.678239, 32.081387, 44.419208, 45.006836, 31.692627, 31.428194]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,0,0,464.249544,1654.2827234311726,444.652464,1125.315607,680.663143,21.95687558064516,136.63146147462254,85.30940067198411,15869952,47609856,287,"[21.752968, 21.425858, 20.553114, 20.649328, 26.056548, 20.08176, 20.195221, 20.440652, 20.098822, 20.291635, 20.60288, 20.820081, 23.487591, 21.512607, 20.220626, 20.959495, 20.517751, 20.381329, 20.175013, 20.127847, 20.317117, 20.512774, 20.196147, 20.312123, 20.063249, 32.026797, 34.941133, 21.583918, 21.077669, 27.826091, 21.426768]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,0,1,426.853943,1799.210274602055,438.994725,1147.008139,708.013414,22.83914238709677,131.3534435380062,83.69600592694661,15869952,47609856,287,"[21.619266, 30.999741, 39.520235, 26.910589, 21.496534, 20.928468, 20.664682, 21.051325, 20.928138, 20.448893, 22.075813, 22.707393, 22.552323, 21.875485, 22.056976, 21.321371, 21.59695, 22.003367, 22.615834, 23.056568, 22.155952, 21.974511, 21.785753, 21.989812, 22.55523, 22.266519, 21.401293, 21.585597, 22.408222, 21.093775, 22.33539]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,0,2,478.91979,1603.6088214270703,432.712148,1107.643586,674.9314379999998,21.771981870967736,137.79177374754326,86.67047885564158,15869952,47609856,287,"[21.256453, 20.696675, 20.424798, 20.306359, 22.328859, 21.63557, 20.855341, 20.6172, 20.28936, 21.154229, 20.844559, 20.457797, 20.192003, 21.035719, 20.774719, 20.22535, 20.844982, 20.7831, 20.393959, 20.58511, 20.168424, 20.277272, 20.629142, 20.69414, 26.594141, 36.047939, 30.566775, 20.974332, 20.856676, 21.289504, 21.103697]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,0,3,437.869805,1753.9460159852767,432.921757,1098.946462,666.024705,21.48466790322581,139.63445995595612,87.35639389137047,15869952,47609856,287,"[22.628276, 35.837201, 29.165544, 20.222159, 20.338982, 19.770743, 19.405082, 19.822861, 20.05659, 19.737901, 19.90891, 21.19104, 20.949801, 20.452806, 20.264594, 20.190236, 20.281219, 20.561975, 20.638295, 21.249002, 21.263774, 20.849432, 21.321714, 21.219832, 21.405934, 20.726556, 21.003812, 21.282684, 21.517401, 21.877297, 20.840546]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,0,4,451.635279,1700.487175626508,434.862527,1120.930262,686.0677350000001,22.13121725806452,135.55512853260765,85.64315127750561,15869952,47609856,287,"[23.162627, 20.463082, 19.949232, 19.857931, 19.605926, 20.032431, 20.417873, 20.410665, 20.488345, 20.471522, 20.096766, 20.299734, 20.741666, 20.066774, 20.27841, 20.105666, 20.445158, 20.268279, 20.085723, 20.226138, 22.502604, 23.753056, 20.844564, 20.347422, 20.843308, 20.985941, 22.783924, 32.07798, 39.809121, 22.232161, 32.369853]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,3,0,400.620584,1917.0258111350563,399.71158,1065.575572,665.8639919999999,21.479483612903223,139.66816214323842,90.09215537835172,15869952,47609856,287,"[21.184549, 20.865228, 22.275671, 21.717665, 20.595974, 20.675245, 22.113671, 22.746819, 20.469963, 20.321284, 20.211812, 20.097305, 20.62286, 20.339292, 20.221928, 20.043444, 20.93653, 21.760728, 21.433432, 20.745777, 20.964176, 20.990859, 20.190728, 20.341627, 22.149178, 22.228998, 22.334567, 21.997784, 24.520004, 21.565606, 29.151905]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,3,1,388.462356,1977.025542212384,451.987614,1093.60074,641.6131260000001,20.697197612903228,144.94715932603907,87.78340804707209,15869952,47609856,287,"[20.8024, 19.829613, 19.676505, 19.385902, 23.052986, 19.384437, 19.283808, 20.296035, 20.933228, 43.766841, 19.870692, 19.336159, 19.804162, 19.763345, 19.661095, 19.952546, 19.470683, 19.273836, 19.735538, 19.473625, 19.414587, 19.548754, 20.587647, 19.904438, 20.178956, 19.893668, 19.997549, 19.777626, 19.669561, 19.803979, 20.055137]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,3,2,398.87132,1925.4329942799595,422.462887,1032.347288,609.8844009999999,19.67369035483871,152.48791385303855,92.99196221649784,15869952,47609856,287,"[20.866904, 19.838434, 19.687518, 19.403188, 19.746482, 19.692358, 19.45678, 19.537414, 19.105325, 23.378751, 21.493974, 19.832751, 19.622514, 19.445598, 19.356478, 19.254121, 19.230371, 18.983476, 18.791716, 19.127672, 19.044042, 19.723679, 19.389156, 19.023681, 20.056544, 20.079705, 19.290967, 19.295949, 19.502815, 19.376891, 19.219648]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,3,3,409.373507,1876.037376302419,382.441257,1282.445413,900.004156,29.032392129032257,103.33285616516642,74.85698730476882,15869952,47609856,287,"[20.7827, 20.087052, 19.790625, 20.176645, 21.134013, 20.537233, 19.810139, 19.818675, 19.67385, 19.527977, 19.602493, 19.65283, 22.020679, 19.617938, 19.947131, 19.988307, 19.665192, 20.3283, 40.146648, 38.630597, 35.742375, 36.82877, 51.097976, 32.728395, 71.740132, 45.060151, 35.967947, 50.219214, 32.414964, 31.054501, 36.181754]",2
B3_S256_N32_G9,B3_S256_N32,primary,3,256,32,9,prefix,3,4,786.570768,976.390213372384,836.912411,2060.635322,1223.722911,39.47493261290323,75.99759648530434,46.58757373275775,15869952,47609856,287,"[122.023742, 50.669532, 32.883211, 35.086782, 42.329931, 30.39533, 101.150033, 91.868912, 37.653741, 46.603948, 41.675247, 123.317078, 37.896083, 44.914827, 35.846643, 20.661948, 20.611529, 21.613107, 20.153154, 19.356874, 19.700484, 19.739846, 19.97424, 20.191187, 20.09197, 20.178406, 19.484296, 19.882161, 21.821008, 27.218878, 38.698746]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,0,0,42.352211,18133.64596242685,60.301953,336.437063,276.13511000000005,8.90758419354839,336.79165246317274,285.34311631414994,0,63479808,287,"[9.172244, 9.137635, 8.965809, 8.534841, 8.796086, 8.468401, 8.657215, 11.128843, 12.114368, 8.746495, 8.395699, 10.370674, 8.687642, 8.410226, 8.532851, 8.376877, 8.630912, 8.456562, 8.366401, 8.540662, 9.113512, 8.504886, 8.506913, 8.435446, 8.7851, 8.572212, 8.628919, 8.48033, 9.328867, 8.525776, 8.737224]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,0,1,42.668184,17999.359897763636,62.283911,337.394214,275.110303,8.874525903225805,338.04622722544855,284.5336286650132,0,63479808,287,"[10.043686, 9.45312, 9.436872, 8.426348, 9.046554, 9.241162, 8.492021, 8.602391, 9.024, 9.459146, 9.675365, 9.722478, 8.997087, 8.564752, 8.458333, 8.50165, 8.725093, 8.516865, 8.972953, 8.539161, 8.717516, 8.342278, 8.952067, 8.774951, 8.712049, 8.388893, 8.49633, 8.947093, 8.500757, 8.66933, 8.68565]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,0,2,43.947659,17475.33355530951,60.942782,353.166147,292.223365,9.426560161290322,318.24970600827896,271.8267331551458,0,63479808,287,"[14.513723, 17.486872, 13.923137, 8.72122, 8.483255, 8.393427, 8.45718, 8.412577, 8.371678, 8.606068, 8.438864, 8.666167, 8.624424, 9.374659, 8.618325, 8.361327, 8.431346, 8.546089, 8.572102, 8.393935, 8.844418, 8.513861, 8.432017, 8.730794, 8.725217, 11.668483, 11.798522, 8.821306, 8.430797, 8.412028, 8.424443]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,0,3,42.434555,18098.457730969487,64.299299,331.26164,266.962341,8.611688419354838,348.3637416859482,289.8011372521129,0,63479808,287,"[9.203821, 8.902405, 8.938594, 8.485734, 8.484485, 8.739169, 8.548626, 8.814615, 8.516391, 9.088411, 9.004687, 8.441129, 8.844813, 8.617861, 8.547161, 8.351797, 8.291594, 8.527063, 8.462942, 8.70061, 8.353821, 8.423634, 8.349372, 8.309759, 8.340223, 8.628723, 8.458987, 8.51572, 8.842773, 8.724573, 8.476063]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,0,4,42.954631,17879.32947206554,63.953977,336.420725,272.466748,8.789249935483872,341.3260542163479,285.35697377145834,0,63479808,287,"[9.23443, 8.678276, 8.883881, 8.508111, 8.545301, 8.809409, 8.70389, 8.659127, 8.42317, 8.382964, 8.672234, 8.309477, 8.526933, 8.46745, 8.400351, 8.37371, 8.58317, 8.469854, 8.407116, 8.437742, 8.417092, 8.542648, 8.345123, 8.474821, 8.424649, 8.339351, 8.628769, 8.522385, 10.293642, 9.138386, 13.831061]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,3,0,43.205756,17775.409369066474,77.70235,344.148712,266.446362,8.595043935483872,349.03835541954214,278.94917706389674,0,63479808,287,"[9.600603, 9.353205, 8.9159, 8.874312, 8.793065, 8.572405, 8.481911, 8.414133, 8.416639, 8.399227, 8.67216, 8.471981, 8.555783, 8.787131, 8.621651, 8.507722, 8.367231, 8.592976, 8.488174, 8.546822, 8.540342, 8.36726, 8.574121, 8.537547, 8.471959, 8.544568, 8.421905, 8.372944, 8.356482, 8.431278, 8.369199]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,3,1,45.5692,16853.488759951895,49.619261,334.956307,285.337046,9.204420838709677,325.930338537254,286.60454511161066,0,63479808,287,"[8.977418, 8.606626, 8.755928, 9.08818, 8.347859, 8.863687, 8.685467, 8.289755, 8.686733, 9.320565, 13.075836, 10.222026, 12.219669, 8.587244, 8.490557, 8.417236, 8.210647, 8.468414, 8.849962, 12.948942, 13.961511, 9.090581, 8.258422, 8.313807, 8.268809, 8.1906, 8.641515, 8.49399, 8.235168, 8.577924, 8.167843]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,3,2,45.963302,16708.982309408493,79.769498,349.726616,269.957118,8.708294129032257,344.49915856636164,274.5001255494949,0,63479808,287,"[9.046708, 8.845716, 8.563898, 8.531409, 8.525193, 9.653178, 8.534116, 8.212621, 8.289842, 9.568122, 8.926545, 8.783844, 8.998843, 8.458244, 8.676259, 8.51597, 8.39863, 8.740667, 8.440841, 8.291545, 8.447788, 8.548677, 8.610815, 8.399236, 8.326135, 9.86005, 8.921647, 8.556199, 8.515974, 8.462797, 9.281748]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,3,3,47.426872,16193.351313575982,77.340082,344.008958,266.668876,8.602221806451613,348.7471106301884,279.06250045965373,0,63479808,287,"[9.12175, 8.869009, 8.940107, 8.718943, 8.517897, 8.601223, 8.659133, 8.3622, 8.366111, 8.459158, 8.316828, 8.380561, 8.520024, 8.45701, 8.527073, 8.392121, 8.2884, 8.752257, 8.597214, 8.37576, 8.574042, 8.350987, 8.358242, 8.337852, 8.408834, 9.047055, 8.843466, 8.484836, 9.134901, 9.123063, 8.757862]",2
B3_S256_N32_G12,B3_S256_N32,primary,3,256,32,12,prefix,3,4,44.820436,17135.040810401755,80.333448,362.420932,282.087484,9.099596258064516,329.6849568838013,264.8853626368358,0,63479808,287,"[12.239237, 14.438321, 12.742268, 8.779964, 8.604417, 8.468528, 8.38598, 8.375241, 8.612968, 8.607217, 8.422288, 8.347771, 8.401737, 8.320336, 9.694959, 10.96946, 9.760101, 8.463816, 8.283273, 8.437224, 8.275452, 8.408139, 8.747426, 8.301113, 8.289291, 8.522836, 8.284947, 8.541761, 8.355933, 9.374858, 8.606748]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,0,0,282.442022,453.1903542313544,268.796268,1816.268949,1547.472681,49.91847358064516,20.032663827039155,17.61853607507772,11722752,0,159,"[49.160493, 46.546849, 50.248726, 46.143661, 45.973917, 46.134694, 47.022996, 47.127497, 51.663927, 67.317395, 47.422159, 50.897077, 54.340561, 55.996346, 48.198381, 48.045872, 48.041024, 47.118934, 46.536498, 47.129296, 48.864538, 46.307513, 48.2542, 47.183084, 46.317926, 47.395289, 47.2887, 47.070735, 47.843961, 49.902603, 79.972545]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,0,1,295.167214,433.6524990881948,272.440871,1813.793683,1541.352812,49.721058451612905,20.11220257857485,17.642579914090483,11722752,0,159,"[50.771002, 47.740107, 50.226021, 49.788556, 49.651555, 47.65567, 48.878011, 48.305584, 77.804225, 47.916439, 46.817478, 47.137088, 48.308211, 47.410394, 47.704858, 46.677601, 46.504223, 46.126207, 49.066954, 46.247884, 51.107118, 47.897451, 46.699086, 46.7174, 46.632518, 46.216412, 46.600556, 47.617508, 47.465746, 75.131441, 48.524613]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,0,2,265.904074,481.3766035040141,272.759222,1846.721755,1573.962533,50.77298493548387,19.695513298473163,17.32800293999894,11722752,0,159,"[48.787536, 48.050167, 48.825693, 49.066135, 49.045842, 49.128584, 49.372587, 49.963908, 76.127003, 48.755371, 48.723048, 48.921333, 49.081229, 48.276936, 47.726428, 47.718803, 49.486534, 48.718151, 52.706723, 47.943568, 47.858924, 48.005423, 48.579659, 48.587819, 48.106595, 48.766833, 48.749626, 49.867056, 51.383968, 70.07203, 57.55397]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,0,3,270.970395,472.3763273105905,311.868553,1881.880286,1570.011733,50.64553977419355,19.745075370083235,17.004269739185737,11722752,0,159,"[49.670587, 49.350722, 51.011852, 51.142802, 55.565018, 48.17187, 48.828663, 70.728311, 54.180165, 48.31122, 47.580279, 47.827177, 48.368202, 50.998375, 48.475435, 47.047318, 47.491937, 47.973897, 47.935864, 48.070771, 47.999906, 47.737125, 47.913053, 47.382672, 48.075334, 53.733932, 49.014284, 48.501778, 55.240416, 67.331099, 48.347327]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,0,4,270.921904,472.4608756625304,267.735172,3685.833339,3418.098167,110.26123119354835,9.069370885625592,8.681890106480477,11722752,0,159,"[48.735133, 48.056132, 49.845504, 52.778933, 49.122668, 69.691005, 113.594388, 93.266683, 87.447542, 90.575182, 148.355046, 353.572155, 153.983136, 125.104338, 113.914564, 478.985537, 190.655321, 190.792615, 95.796599, 106.395256, 95.862697, 98.523337, 87.960648, 85.606818, 82.042854, 49.605702, 53.114629, 49.703792, 50.571538, 50.027985, 54.405414]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,3,0,476.517059,268.6157768802984,269.524683,1891.699543,1622.17486,52.32822129032258,19.11014697885282,16.916005566746602,11722752,0,159,"[48.321186, 48.445791, 48.376459, 48.071406, 48.770807, 87.143028, 65.677758, 69.807457, 48.618812, 51.17159, 52.113302, 51.458992, 50.805021, 58.449724, 49.59748, 47.275823, 47.645886, 47.48644, 47.459354, 47.746659, 49.279399, 48.453633, 48.837696, 48.770016, 47.964887, 48.09461, 47.619025, 56.373445, 66.040878, 48.636914, 47.657429]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,3,1,304.168181,420.8198227019676,275.238907,1867.889544,1592.650637,51.375827,19.46440686979112,17.131633989166975,11722752,0,159,"[47.709069, 48.494834, 48.735455, 47.46093, 47.811715, 47.953768, 86.955305, 48.080995, 49.77351, 52.528979, 53.993122, 51.503355, 48.16795, 46.95972, 47.228382, 46.35383, 46.803132, 47.458676, 47.526362, 47.661747, 47.645474, 46.24231, 47.440515, 62.223928, 48.089739, 48.98023, 54.669358, 79.581851, 48.014649, 48.257527, 52.340155]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,3,2,260.786315,490.8233010616374,267.55462,1785.333233,1517.778613,48.96060041935484,20.42458612506487,17.923824756361324,11722752,0,159,"[46.709868, 46.430316, 46.416554, 46.048306, 46.01807, 47.251235, 73.30888, 45.677876, 46.19752, 52.575934, 48.683554, 46.024328, 45.882914, 45.364124, 45.679882, 45.787975, 46.149663, 46.815551, 47.080592, 47.667524, 46.992811, 47.625655, 47.217377, 46.406252, 47.213322, 47.82218, 47.000038, 57.13614, 63.883022, 48.545784, 56.159921]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,3,3,258.651437,494.87449783625215,265.02147,1816.623209,1551.6017390000002,50.051669,19.97935373543687,17.615100281370456,11722752,0,159,"[46.941239, 47.466974, 46.876724, 49.55109, 46.634273, 46.656963, 47.074442, 72.571622, 53.28685, 50.232021, 46.577233, 47.30258, 47.916389, 47.411067, 48.170648, 48.426269, 48.424823, 48.749407, 48.480657, 47.688008, 48.261764, 46.832725, 46.838778, 48.152795, 48.176869, 47.55583, 47.879105, 47.736946, 82.139891, 55.401339, 46.18245]",2
B1_S128_N32_G0,B1_S128_N32,historical_control,1,128,32,0,prefix,3,4,263.07224,486.55836891037984,261.767456,2021.620165,1759.852709,56.76944222580645,17.615110538208114,15.828888410400278,11722752,0,159,"[45.462882, 47.543145, 48.398362, 47.959857, 47.254698, 48.083087, 47.309419, 78.505185, 49.225345, 47.549211, 47.194488, 47.355947, 48.012367, 47.122945, 47.618178, 61.493895, 46.638332, 47.12533, 46.842825, 47.49965, 48.033484, 52.391648, 48.5739, 48.066164, 47.289008, 51.831813, 91.776738, 106.983401, 89.226079, 97.04402, 84.436975]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,0,0,136.908924,934.9280986241628,134.135022,878.902124,744.767102,24.02474522580645,41.623750454004345,36.40905981016835,5861376,5861376,159,"[23.054743, 23.428473, 22.971497, 26.049065, 23.554058, 23.436984, 22.266057, 22.671056, 22.776606, 22.473104, 22.152886, 22.333594, 22.38542, 22.542519, 22.378662, 22.559137, 28.735589, 47.207001, 23.688716, 23.452529, 23.017529, 22.884421, 23.137819, 23.007915, 23.027708, 23.143503, 23.012585, 23.560405, 23.30629, 22.908706, 23.614938]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,0,1,136.098538,940.495040439009,140.327387,2062.647339,1922.319952,62.01032103225807,16.12634773298134,15.514043237034423,5861376,5861376,159,"[23.589382, 23.602329, 23.489368, 25.126741, 23.750842, 22.687787, 22.908975, 23.024705, 22.779931, 32.82509, 44.592927, 48.992112, 47.550679, 41.093055, 50.24527, 45.260899, 38.94941, 53.103284, 124.991701, 241.03918, 130.718546, 61.165555, 38.102077, 111.276991, 111.716901, 42.851099, 63.493307, 54.540604, 45.600409, 67.385497, 215.836521]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,0,2,256.444388,499.1335587347694,427.997474,1422.291118,994.293644,32.073988516129035,31.17791226673073,22.498910100062933,5861376,5861376,159,"[46.788028, 78.085163, 46.339052, 46.701247, 172.065851, 24.361486, 22.838061, 24.937807, 24.661755, 25.897773, 22.456104, 22.735737, 23.181549, 22.903756, 22.670749, 22.669543, 22.638454, 23.181099, 22.451331, 22.749674, 23.186657, 22.65692, 23.446495, 24.642302, 22.56927, 22.503676, 22.229315, 23.765771, 23.08203, 22.505162, 23.364169]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,0,3,162.459084,787.8906912955388,134.0852,871.302536,737.217336,23.78120438709677,42.05001494972983,36.72662327703818,5861376,5861376,159,"[23.062021, 22.676571, 21.984356, 22.173513, 22.421007, 22.353287, 22.214253, 21.826075, 24.112841, 23.941853, 22.15638, 21.940245, 22.345119, 22.030295, 22.186073, 22.056416, 22.168702, 40.535888, 34.427389, 23.325371, 25.50219, 25.13112, 22.854274, 22.738762, 22.658086, 22.931978, 22.874093, 23.722625, 22.877469, 22.776823, 23.184576]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,0,4,168.017853,761.823804521535,140.436234,870.260872,729.8246379999999,23.542730258064516,42.47595708052816,36.77058343029813,5861376,5861376,159,"[23.324314, 23.131701, 22.623899, 23.153945, 29.321184, 27.518396, 27.512507, 22.784868, 22.969802, 23.149324, 22.740414, 22.789917, 23.071604, 22.712613, 22.908726, 22.34768, 22.608491, 23.674186, 25.816759, 22.928432, 24.724535, 22.533778, 22.547539, 22.85225, 22.646417, 22.964415, 22.962, 23.073156, 22.796513, 22.708268, 22.900564]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,3,0,142.16686,900.3504754905608,140.462601,861.626984,721.164383,23.263367193548387,42.98603859364474,37.13904113290862,5861376,5861376,159,"[22.381333, 22.392833, 22.123305, 21.886577, 22.182299, 21.705599, 22.48949, 22.895841, 22.230931, 22.084005, 22.149452, 21.717426, 21.814434, 22.388947, 22.185224, 21.97842, 21.700904, 21.99376, 22.14267, 21.866911, 21.821261, 21.828394, 21.771073, 21.684885, 22.01819, 23.263889, 22.822344, 26.441973, 23.735316, 33.526101, 39.908577]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,3,1,138.655551,923.150923831387,145.340559,845.948557,700.6079980000001,22.600258000000004,44.24728248677515,37.82735928232099,5861376,5861376,159,"[23.059623, 23.19941, 22.627081, 22.282072, 21.93696, 22.00701, 21.928154, 22.648669, 21.968356, 21.832333, 22.122789, 22.012878, 22.159757, 22.061075, 21.573457, 21.834437, 22.404372, 22.208205, 22.173797, 22.216502, 22.237479, 22.002462, 21.975539, 21.763606, 22.305023, 23.412794, 23.079695, 27.282328, 23.903378, 23.168707, 25.192335]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,3,2,167.837145,762.644049980712,143.841076,862.047241,718.206165,23.16794080645161,43.16309370583027,37.1209354639069,5861376,5861376,159,"[22.921825, 22.258167, 22.755884, 22.241022, 22.691347, 22.800748, 22.745661, 23.230793, 22.606013, 23.013753, 22.276515, 21.790295, 22.305931, 22.217201, 21.999199, 21.853332, 21.949212, 22.51039, 22.387908, 37.743892, 23.799735, 22.276063, 22.323592, 21.850461, 22.646751, 22.72003, 26.202366, 22.767254, 22.185848, 24.542576, 22.563652]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,3,3,166.168165,770.3039869279414,141.11598,841.97828,700.8623,22.60846129032258,44.23122773189541,38.00573097918868,5861376,5861376,159,"[22.142881, 21.438411, 21.541097, 21.789643, 21.359862, 21.877193, 21.295776, 21.295174, 21.441201, 21.539498, 21.404474, 21.93443, 21.717848, 20.939439, 21.482954, 23.51919, 24.405231, 24.717528, 24.526566, 24.551605, 24.34395, 22.830975, 22.35814, 22.789318, 22.854666, 24.465117, 24.942702, 22.759822, 22.398337, 24.371155, 21.799025]",2
B1_S128_N32_G6,B1_S128_N32,historical_control,1,128,32,6,prefix,3,4,160.593403,797.0439483121235,139.260876,915.775941,776.515065,25.04887306451613,39.92195566740228,34.943045091419364,5861376,5861376,159,"[22.672234, 22.050088, 21.479156, 22.060504, 22.318068, 40.768348, 32.936408, 65.724252, 31.49152, 21.899213, 21.604632, 22.506681, 21.960149, 22.010127, 21.796435, 21.366304, 21.583732, 21.912099, 21.6401, 21.767222, 22.645778, 25.312431, 27.697698, 22.573205, 22.23134, 24.199058, 21.670138, 21.672941, 22.039739, 22.234196, 22.662421]",2
